filename,image_path,target,category
img009828.jpg,afhq/afhq/afhq/train/dog/img009828.jpg,0,dog
img025087.jpg,afhq/afhq_v2/train/dog/img025087.jpg,0,dog
img021571.jpg,afhq/afhq_v2/train/cat/img021571.jpg,0,cat
img028797.jpg,afhq/afhq_v2/train/wild/img028797.jpg,0,wild
img028196.jpg,afhq/afhq_v2/train/wild/img028196.jpg,0,wild
img009399.jpg,afhq/afhq/afhq/train/dog/img009399.jpg,0,dog
img012908.jpg,afhq/afhq/afhq/train/wild/img012908.jpg,0,wild
img031666.jpg,afhq/afhq_v2/train/wild/img031666.jpg,0,wild
img022982.jpg,afhq/afhq_v2/train/dog/img022982.jpg,0,dog
img013610.jpg,afhq/afhq/afhq/train/wild/img013610.jpg,0,wild
img015942.jpg,afhq/afhq/afhq/val/wild/img015942.jpg,0,wild
img027985.jpg,afhq/afhq_v2/train/wild/img027985.jpg,0,wild
img015666.jpg,afhq/afhq/afhq/val/wild/img015666.jpg,0,wild
img021931.jpg,afhq/afhq_v2/train/cat/img021931.jpg,0,cat
img005530.jpg,afhq/afhq/afhq/train/dog/img005530.jpg,0,dog
img021904.jpg,afhq/afhq_v2/train/cat/img021904.jpg,0,cat
img016165.jpg,afhq/afhq_v2/test/cat/img016165.jpg,0,cat
img013377.jpg,afhq/afhq/afhq/train/wild/img013377.jpg,0,wild
img013434.jpg,afhq/afhq/afhq/train/wild/img013434.jpg,0,wild
img011167.jpg,afhq/afhq/afhq/train/wild/img011167.jpg,0,wild
img029554.jpg,afhq/afhq_v2/train/wild/img029554.jpg,0,wild
img012660.jpg,afhq/afhq/afhq/train/wild/img012660.jpg,0,wild
img029118.jpg,afhq/afhq_v2/train/wild/img029118.jpg,0,wild
img019721.jpg,afhq/afhq_v2/train/cat/img019721.jpg,0,cat
img009394.jpg,afhq/afhq/afhq/train/dog/img009394.jpg,0,dog
img023564.jpg,afhq/afhq_v2/train/dog/img023564.jpg,0,dog
img024506.jpg,afhq/afhq_v2/train/dog/img024506.jpg,0,dog
img025170.jpg,afhq/afhq_v2/train/dog/img025170.jpg,0,dog
img031697.jpg,afhq/afhq_v2/train/wild/img031697.jpg,0,wild
img025781.jpg,afhq/afhq_v2/train/dog/img025781.jpg,0,dog
img014570.jpg,afhq/afhq/afhq/train/wild/img014570.jpg,0,wild
img018902.jpg,afhq/afhq_v2/train/cat/img018902.jpg,0,cat
img017833.jpg,afhq/afhq_v2/train/cat/img017833.jpg,0,cat
img010910.jpg,afhq/afhq/afhq/train/wild/img010910.jpg,0,wild
img026024.jpg,afhq/afhq_v2/train/dog/img026024.jpg,0,dog
img018984.jpg,afhq/afhq_v2/train/cat/img018984.jpg,0,cat
img031025.jpg,afhq/afhq_v2/train/wild/img031025.jpg,0,wild
img013123.jpg,afhq/afhq/afhq/train/wild/img013123.jpg,0,wild
img021513.jpg,afhq/afhq_v2/train/cat/img021513.jpg,0,cat
img008529.jpg,afhq/afhq/afhq/train/dog/img008529.jpg,0,dog
img000153.jpg,afhq/afhq/afhq/train/cat/img000153.jpg,0,cat
img012893.jpg,afhq/afhq/afhq/train/wild/img012893.jpg,0,wild
img024278.jpg,afhq/afhq_v2/train/dog/img024278.jpg,0,dog
